RecordID,Year_Sort,Year,Month,Day,Circa,DatingNotes,Place,Diocese,Province,CountryModern,Jurisdiction_ID,Jurisdiction_ID2,Jurisdiction_ID3,Latitude,Longitude,PlaceNotes,Classification,IssuingAuthority,IssuingAuthorityAlt,RegnalStart,RegnalEnd,Delegated,ClassificationNotes,Language,LanguageNotes,TextNeeded,NoKnownText,Fragment,Source,SourceOther,Edition,EditionOther,SourceNotes,TranscriptionNotes,BaseText,OCR,Transcription,GeneralNotes,BiblioRefs
1765,1330,1330,,,,,Naples,Naples,Naples,Italy,D156,,,40.845,14.258333,,Diocesan,Giovanni Orsini,,1327,1357,,,Latin,,,,,,,"Sparano, Memorie istoriche, I, 210-16",,https://books.google.com/books?id=aRxehTXqsycC(titles only; appear to contain later additions),Not Started,GoogleBooksWebDownload,,,,
1766,1385,1385,3,23,,,Belluno,Belluno-Feltre,Aquileia,Italy,D033,D090,,46.140278,12.216667,dioceses of Belluno-Feltre were united under a single bishop from 1197-c. 1462,Diocesan,Antonio Naseri,,1369,1392,,,,,Yes,,,"Venice, Archivio di Stato, Avogaria di Comun,b. 3163, cod. 184","Trent, Archivio di Stato, Archivio principesco vescovile, sez. latina, capsa 56, num. 58, fasc. 1, fols. 1r-3r",,,"Venice MS mentioned by Pistoia, Notai e canonici, pp305, 309",,,,,"Ceccon, Sinodi diocesane, 93",
1767,1324,1324,1,25,,,Tarragona,Tarragona,Tarragona,Spain,,,,41.115697,1.249594,,Provincial,Ximeno Martines de Luna,,,,,,,,,,,,,"Teres, Constitutionum provincialium Tarraconensium (1593), pp. 324-326",,http://simurg.bibliotecas.csic.es/viewer/image/CSIC000536543/8/LOG_0002/;jsessionid=4E55781F6E13CC9379382FCC03ECD67B,Not Started,Digital MS,,,,
1768,1367,1367,2,13,,,Tarragona,Tarragona,Tarragona,Spain,,,,41.115697,1.249594,,Provincial,Pere Clasqueri,,,,,,,,,,,,,"Teres, Constitutionum provincialium Tarraconensium (1593), pp. 48-49, 82-86, 92, 130-31, 149-50, 222-23, 347",,http://simurg.bibliotecas.csic.es/viewer/image/CSIC000536543/8/LOG_0002/;jsessionid=4E55781F6E13CC9379382FCC03ECD67B,Not Started,Digital MS,,,,
1772,1315,1315,10,18,,,Lleida,Lleida,Tarragona,Spain,D646,,,41.115697,1.249594,,Diocesan,Guillermo de Aranyó,,1314,1321,,,Latin,,,,,,,"Synodicon Hispanum 13, 354-55","Villanueva, Viage, XVII, 230",,Reviewed ,Library ScanHard Copy Scan,Yes,,,
1773,1318,1318,,,,,Lleida,Lleida,Tarragona,Spain,D646,,,41.115697,1.249594,,Diocesan,Guillermo de Aranyó,,1314,1321,,,Latin,,,,,,,"Synodicon Hispanum 13, 355-58","Villanueva, Viage, XVII, 231-33",,Reviewed ,Library ScanHard Copy Scan,Yes,,,
1774,1321,1321,4,21,,,Lleida,Lleida,Tarragona,Spain,D646,,,41.115697,1.249594,,Diocesan,Guillermo de Aranyó,,1314,1321,,,Latin,,,,,,,"Synodicon Hispanum 13, 358-362","Villanueva, Viage, XVII, 233-237",,Reviewed ,Library ScanHard Copy Scan,Yes,,,
1775,1323,1323,5,19,,,Lleida,Lleida,Tarragona,Spain,D646,,,41.115697,1.249594,,Diocesan,Ponce de Villamur,,1322,1324,,,Latin,,,,,,,"Synodicon Hispanum 13, 363-67","Villanueva, Viage, XVII, 237-242",,Reviewed ,Library ScanHard Copy Scan,Yes,,,
1776,1325,1325,5,31,,,Lleida,Lleida,Tarragona,Spain,D646,,,41.115697,1.249594,,Diocesan,Ramón de Avignó,,1324,1327,,,Latin,,,,,,,"Synodicon Hispanum 13, 368-75","Villanueva, Viage, XVII, 247-48",,Reviewed ,Library ScanHard Copy Scan,Yes,,,
1777,1225,1225,12,10,,,Mainz,Mainz,Mainz,Germany,,,,49.98,8.2791,was originally to be held at Cologne,Legatine,Conrad of Porto,,,,,,Latin,,,,,,,"Hartzheim, Concilia III, 520-25","Mansi 23, cols. 1-10",,Reviewed ,GoogleBooksData Capture,,,,
1778,1418,1418,11,18,,,Salzburg,Salzburg,Salzburg,Austria,,,,47.8025,13.045833,,Provincial,Eberhard III,,,,,,,,,,,,,"Dalham, Concilia, 167-89",,https://books.google.com/books?id=HmlNAAAAcAAJ,Not Started,GoogleBooksWebDownload,Yes,,,
1779,1440,1440,1,25,,,Salzburg,Salzburg,Salzburg,Austria,,,,47.8025,13.045833,,Provincial,Johann II,,,,,,Latin,,,,,,,"Dalham, Concilia, 216-19",,https://books.google.com/books?id=HmlNAAAAcAAJ,Not Started,GoogleBooksWebDownload,Yes,,,
1781,1490,1490,10,19,,,Mühldorf,,Salzburg,Germany,,,,48.245556,12.522778,,Provincial,Friedrich IV,,,,,,Latin,,,,,,,"Dalham, Concilia, 242-64","Hartzheim,Concilia V, 572-597",https://books.google.com/books?id=HmlNAAAAcAAJ,Not Started,GoogleBooksWebDownload,Yes,,,
1783,1338,1338,8,31,,,Trier,Trier,Trier,Germany,D573,,,49.7596,6.6439,,Other,Baldwin of Luxembourg,,1307,1354,,Decretum commissariorum archiepiscopi & and archepiscopal decree,Latin,,,,,,,"Blattau, Statuta synodalia, I, 168-172",,https://books.google.com/books?id=dow-AAAAcAAJ,Reviewed ,GoogleBooksWebDownload,Yes,,,
1784,1344,1344,10,10,,,Trier,Trier,Trier,Germany,D573,,,49.7596,6.6439,,Other,Baldwin of Luxembourg,,1307,1354,,Archepiscopal decree,Latin,,,,,,,"Blattau, Statuta synodalia, I, 193-94",,https://books.google.com/books?id=dow-AAAAcAAJ,Reviewed ,GoogleBooksWebDownload,Yes,,,
1785,1423,1423,4,26,,,Trier,Trier,Trier,Germany,,,,49.7596,6.6439,,Provincial,Otto von Ziegenheim,,1418,1430,,,Latin,,,,,,,"Blattau, Statuta synodalia, I, 222-34","Hartzheim, Concilia V, 222-227",https://books.google.com/books?id=dow-AAAAcAAJ,Reviewed ,GoogleBooksWebDownload,Yes,,,
1786,1407,1407,,,,,Würzburg,Würzburg,Mainz,Germany,D561,,,49.788,9.936,,Diocesan,,,,,,,,,,,,,,"Himmelstein, Synodicon Herbipolense, 212-29","Hartzheim, Concilia V, 3-13",https://books.google.com/books?id=Pq5mAAAAcAAJ,Not Started,GoogleBooksWebDownload,,,,
1787,1411,1411,,,,,Würzburg,Würzburg,Mainz,Germany,D561,,,49.788,9.936,,Diocesan,,,,,,,,,,,,,,"Himmelstein, Synodicon Herbipolense, 229-233","Hartzheim, Concilia V, 31-33",https://books.google.com/books?id=Pq5mAAAAcAAJ,Not Started,GoogleBooksWebDownload,,,,
1788,1452,1452,,,,,Würzburg,Würzburg,Mainz,Germany,D561,,,49.788,9.936,,Diocesan,,,,,,,,,,,,,,"Himmelstein, Synodicon Herbipolense, 273-302",,https://books.google.com/books?id=Pq5mAAAAcAAJ,Not Started,GoogleBooksWebDownload,,,,
1789,1447,1447,,,,,Eichstätt ,Eichstätt ,Salzburg,Germany,D552,,,48.891944,11.183889,,Diocesan,Johannes III von Eych,,1445,1464,,,Latin,,,,,"Munich, BSB, Clm 5439, f. 24r-33v",,"Suttner, Die Synodalstatuten des Bischofs Reimboto, in Pastoralblatt des Bisthums Eichstätt 1 (1854): 110-112, 114-16, 118-20, 121-23  (which form a part of his larger “Versuch einer Conciliengeschichte"" in that issue):","Hartzheim, Concilia, V, 362-383",https://books.google.com/books?id=mEBUAAAAcAAJ,Not Started,GoogleBooksWebDownloadDigital MS,,"add chapter on ""De publiciis concubinariis"" from MS",,
1790,1453,1453,,,,,Eichstätt ,Eichstätt ,Salzburg,Germany,D552,,,48.891944,11.183889,,Diocesan,Johannes III von Eych,,1445,1464,,Not issued in synod,Latin,,,,,"Munich, BSB, Clm 5439, f. 33v-35v",,"Suttner, Die Synodalstatuten des Bischofs Reimboto, in Pastoralblatt des Bisthums Eichstätt 1 (1854): 148, 150-152, 158  (which form a part of his larger “Versuch einer Conciliengeschichte"" in that issue):","Hartzheim, Concilia V, 433-437",https://books.google.com/books?id=mEBUAAAAcAAJ,Not Started,GoogleBooksWebDownloadDigital MS,,,,
1791,1484,1484,,,,,Eichstätt ,Eichstätt ,Salzburg,Germany,D552,,,48.891944,11.183889,,Diocesan,Wilhelm,,,,,Not issued in synod,Latin,,,,,"Munich, BSB, Clm 5439, f. 124v-128v",,"Suttner, Die Synodalstatuten des Bischofs Reimboto, in Pastoralblatt des Bisthums Eichstätt 1 (1854): 171-72, 174-76   (which form a part of his larger “Versuch einer Conciliengeschichte"" in that issue):","Hartzheim, Concilia V, 567-572",https://books.google.com/books?id=mEBUAAAAcAAJ,Not Started,GoogleBooksWebDownload,,,,
1792,1417,1417,9,17,,"Uppsala, UB, C 19, f. 146r gives 16 Sept",Arboga,Strängnäs,Uppsala,Sweden,,,,59.393889,15.838611,,Provincial,Jöns Gereksson,Johannes,1408,1421,,,,,,,,,,SDHK no 18996,"Svenskt diplomatarium från och med år 1401, III, no. 2410 (p275?)",https://sok.riksarkivet.se/sdhk?EndastDigitaliserat=false&SDHK=18996,Not Started,,,,,
1793,1423,1423,1,18,,,Arboga,Strängnäs,Uppsala,Sweden,,,,59.393889,15.838611,,Provincial,Jöns Håkansson,"Johannes, Johan, Hans",1421,1432,,,,,,,,,,"Reuterdahl, SS, 117-119",,SDHK no 20006: https://sok.riksarkivet.se/sdhk?EndastDigitaliserat=false&SDHK=20006,Not Started,Digital MSGoogleBooks,,,,
1794,1410,1410,5,31,,month unclear; dating from catalogue entry,Linköping,Linköping,Uppsala,Sweden,D699,,,58.4,15.616667,,Other,Knut Bosson,,1391,1436,,Episcopal Mandate (not issued in synod),Latin,,,,Yes,"Uppsala, UB, C 19, ff. 157v-158v",,,,,Not Started,,,,,
1795,1472,1472,7,7,,,Skara,Skara,Uppsala,Sweden,D700,,,58.383333,13.433333,,Diocesan,,,,,,,,,,,,"Uppsala, UB, C 36, ff134r-139r",,"Reuterdahl, SS, pp165-174",,,Not Started,,,,,
1796,1400,1400,,,,feria tertia post Jubilate,Speyer,Speyer,Mainz,Germany,D557,,,49.319444,8.431111,,Other,,,,,,episcopal letter rather than statutes issued in synod,,,,,,,,"Collectio processuum synodalium et constitutionum, pp19-21",,https://books.google.com/books?id=VgZlAAAAcAAJhttp://reader.digitale-sammlungen.de/en/fs1/object/display/bsb10321659_00001.html,Not Started,GoogleBooksWebDownload,,,,
1797,1401,1401,,,,feria tertia post Martini,Speyer,Speyer,Mainz,Germany,D557,,,49.319444,8.431111,,Other,,,,,,episcopal letter rather than statutes issued in synod,,,,,,,,"Collectio processuum synodalium et constitutionum, pp21-24",,https://books.google.com/books?id=VgZlAAAAcAAJhttp://reader.digitale-sammlungen.de/en/fs1/object/display/bsb10321659_00001.html,Not Started,GoogleBooksWebDownload,,,,
1799,1477,1477-1481,,,Yes,"constitutions first issued in 1477, but surviving MS contains additional decrees down to 1481",Pavia,Pavia,Milan,Italy,D179,,,45.183333,9.15,,Diocesan,Fabrizio Marliani,,1476,1508,,,,,Yes,,,"Piacenza, Biblioteca Civica, MS Pallastrelli 46, fol. 18ff",,,,Constitutiones Synodales Ecclesiae Placentinae reformatae per Fabritium Marlianum Plac. Episcopum anno 1477. [50 decrees],,,,,"cited in Molinari, Visite e sinodi pretredentini a Piacenza, 243, 263-64",
1800,1258,1258,,,,,Pisa,Pisa,Pisa,Italy,D186,,,43.716667,10.4,,Diocesan,Federico Visconti,,1254,1277,,,Latin,,,,,,,"Virgili, Sinodo dell'arcivescovo Federico Visconti, pp478-83",,,Reviewed ,Library ScanHard Copy Scan,,,,
1801,1480,1480 (ca.),,,Yes,,Venice,Venice (Castello),Grado,Italy,D255,,,45.4375,12.335833,,Diocesan,Maffeo Girardi,,1468,1492,,,,,Yes,,,"Venice, Archivio Storico del Patriarcato, Sezione Antica, Actorum Generalium Curie Patriarcalis, b. 3, fasc. 3",,,,,,,,,"Tramontin, Dall'episcopato castellano al patriarcato veneziano, 72-73",
1802,1460,1460,8,16,,,Venice,Venice (Castello),Grado,Italy,D255,,,45.4375,12.335833,,Diocesan,Andrea Bondumier,,1460,1464,,,,,,,,,,"Vuillemin, Constitutions synodales...Bondumier",,,Not Started,,,,,
1803,1307,1307,1,30,,,Aquileia,Aquileia,Aquileia,Italy,,,,45.766667,13.366667,,Provincial,Ottobono de Razzi di Piacenza,,1302,1315,,,,,Yes,,,"Verona, Bibl. capitolare, cod. 789, ff. 180r-184v",,,,,Not Started,,,,"Tilatti, Sinodi diocesane, 302 n115",
1804,1432,1432,9,30,,,Ferrara,Ferrara,Ravenna,Italy,D093,,,44.833333,11.616667,,Diocesan,Giovanni Tavelli da Tossignano,,1431,1446,,,,,,,,,,"Mansi 25, col 933-34",,,Not Started,GoogleBooks,,,"Balboni, Sinodi diocesani di Ferrara",
1805,1451,1451,,,,,Ferrara,Ferrara,Ravenna,Italy,D093,,,44.833333,11.616667,,Diocesan,Francesco dal Legno,Francesco dal Legname,1447,1460,,,,,,,,,,"Balboni, Sinodi diocesani, Appendix VII (p135-36)",,,Not Started,,,,"Balboni, Sinodi diocesani di Ferrara",
1806,1454,1454,,,,,Ferrara,Ferrara,Ravenna,Italy,D093,,,44.833333,11.616667,,Diocesan,Francesco dal Legno,Francesco dal Legname,1447,1460,,,,,,,,,,"Balboni, Sinodi diocesani, Appendix VIII (pp136-37)",,,Not Started,,,,"Balboni, Sinodi diocesani di Ferrara",
1807,1457,1457,,,,,Ferrara,Ferrara,Ravenna,Italy,D093,,,44.833333,11.616667,,Diocesan,Francesco dal Legno,Francesco dal Legname,1447,1460,,,,,,,,,,"Balboni, Sinodi diocesani, Appendix IX (pp137-38)",,,Not Started,,,,"Balboni, Sinodi diocesani di Ferrara",
1808,1465,1465,,,,,Ferrara,Ferrara,Ravenna,Italy,D093,,,44.833333,11.616667,,Diocesan,Lorenzo Roverella,,1460,1474,,,,,,,,,,"Balboni, Sinodi diocesani, Appendix X (pp138-39)",,,Not Started,,,,"Balboni, Sinodi diocesani di Ferrara",
1809,1466,1466,,,,,Ferrara,Ferrara,Ravenna,Italy,D093,,,44.833333,11.616667,,Diocesan,Lorenzo Roverella,,1460,1474,,,,,,,,,,"Balboni, Sinodi diocesani, Appendix XI (p140)",,,Not Started,,,,"Balboni, Sinodi diocesani di Ferrara",
1810,1477,1477,,,,,Ferrara,Ferrara,Ravenna,Italy,D093,,,44.833333,11.616667,,Diocesan,Bartolomeo Della Rovere,,1474,1494,,,,,,,,,,"Balboni, Sinodi diocesani, Appendix XII (pp140-41)",,,Not Started,,,,"Balboni, Sinodi diocesani di Ferrara",
1811,1527,1527,,,,,Amalfi,Amalfi,Amalfi,Italy,D011,,,40.633333,14.6,,Diocesan,Girolamo de Glanderonibus,,,,,,,,,,,,,"Caiazza, Sinodi pretredentini, 46-63",,,Not Started,Library Scan,,,,
1812,1425,1425 (ca.),,,Yes,,Vescovio,Sabina,Rome,Italy,D202,,,42.35,12.633333, fraz. Torri in Sabina; suburban diocese of Rome,Diocesan,Francesco Lando,,1424,1427,,,Latin,,,,,,,"Antiquiores synodi ecclesiae Sabinensis, 293-95",,"https://books.google.com/books?id=DDDAxsEZI2ACText appears as the appendix to Constitutiones synodales Sabinae (1737), pp219-98",Not Started,GoogleBooksWebDownload,,,"Petrucci, ""Vescovi e cura d'anime"", 459-63",
1814,1459,1459 (ca.),,,Yes,"Mandates issued over the course of episcopal reign, seemingly reorganized into single corpus shortly before Antoninus's death in 1459 (see Trexler, Constitutions, 449-50)",Florence,Florence,[Holy See],Italy,D096,,,43.771667,11.253611,,Other,Antonino,Antoninus,1446,1459,,"Episcopal mandates, not issued in synod",Italian,,,,,"Florence, BML, MS Antinori 18",,"Trexler, Episcopal Constitutions, 453-466",,written in the vernacular,Not Started,Library ScanHard Copy Scan,Yes,,,
1817,1229,1229,,,,,Venice,Venice (Castello),Grado,Italy,D255,,,45.4375,12.335833,,Other,Marco Michiel,,1225,1235,,no statutes; just fiscal decision,Latin,,,Yes,,,,"Cappelletti, Storia della chiesa, VI, 108-109",,https://books.google.com/books?id=9SVLAAAAcAAJ,Reviewed ,GoogleBooksWebDownload,,,,
1818,1321,1321,,,,sometime before August 2,Grado,Grado,Grado,Italy,,,,45.677778,13.394722,,Provincial,Domenico,,1318,1332,,,,,,,,,,"Cappelletti, Storia della chiesa, VI, 121-148",,https://books.google.com/books?id=9SVLAAAAcAAJVuillemin is working on a new edition,Not Started,GoogleBooksWebDownload,,,,
1819,1290,1290,5,24,,,Ivrea,Ivrea,Milan,Italy,D116,,,45.466667,7.883333,,Diocesan,Alberto Gonzaga,,1288,1321,,,Latin,,,,,"Ivrea, ASD, x/6, HM. 3240302",,"Alfonsi, RIcerche sulle costituzioni sinodali del vescovado di Ivrea (secoli XI-XV), tesi di laurea, Universita' di Torino, Facolta' di Giurisprudenza, 1982 (item 3, pp. 132-144)","Vignono, Visite pastorali, xxvi-xxviii (partial)",parchment badly damaged and eaten by mice; copied by notary Guale da Flore sometime before 1337; combined with 1324 synodal statutes,Reviewed ,Library ScanOther,Yes,,"Andenna, Storia della Chiesa di Ivrea, 411-413",
1820,1210,1209x1211,,,Yes,,Novara,Novara,Milan,Italy,D166,,,45.45,8.61667,,Diocesan,Gerardo da Sesso,,1209,1211,,,Latin,,,,,,,"Salsotto, Per la storia della chiesa novarese, pp28-32",,"As noted by Olivieri, ""Note sulla tradizione sinodale,"" n. 26: The statutes attributed to Gerardo at pp. 32-33 of the Salsotto edition are in fact those issued by Goffredo card. S. Marco for Lodi in 1229.",Reviewed ,Hard Copy Scan,,,,
1821,1257,1257,9,,,,Novara,Novara,Milan,Italy,D166,,,45.45,8.61667,,Diocesan,Sigebaldo,,1249,1268,,,Latin,,,,,,,"Salsotto, Per la storia della chiesa novarese, pp28-32",,,Reviewed ,Library ScanHard Copy Scan,Yes,same as ID 1820,"Olivieri, Note sulla tradizione sinodale, n. 26",
1822,1230,1227x1237,,,Yes,"Maccarrone, Cura animarum, 321, opts for 1228; Benvenuti opts for 1237, Mansi opts for 1227",Lodi,Lodi,Milan,Italy,,,,45.316667,9.5,for all of Lombardy,Legatine,"Goffredo, card. San Marco",,,,,,Latin,,,,,,,"Salsotto, Per la storia della chiesa novarese, pp32-33","Mansi, 24, coll. 871-886; Muratori, RIS, 8 (cols. 1053-1068)","Salsotto edition mistakenly attributes these to Gerardo da Sesso for diocese of Novara; for clarification, see Olivieri, Note sulla tradizione sinodale, n. 26",Reviewed ,Library ScanHard Copy Scan,Yes,,,
1823,1211,1211,,,," for brief discussion of dating, see Maccarrone, Cura animarum, 277, n22; Franceschini, Storia di Milano, IV, pp166-69 dates it (surely incorrectly) to 1212",Milan,Milan,Milan,Italy,D140,,,45.4666,9.1666,,Diocesan,Gerardo da Sesso,Gherardo Sessio,1211,1212,,,Latin,,,,,,,"Sormani, Gloria de' santi milanesi, [1761], pp211-222",,https://babel.hathitrust.org/cgi/pt?id=uiuc.7272477;view=1up;seq=217 (digitized per Carol Symes' request),Not Started,WebDownload,,,,
1824,1266,1266,11,13,,,Savona,,Milan,Italy,,,,44.3,8.483333,,Provincial,Ottone VIsconti,,1262,1295,,,Latin,,,,Yes,,,"Atti dell' arcivescovo...di Milano (Visconti), p. 8, doc. VII",,,Reviewed ,WebDownload,,,,
1825,1298,1298,5,20,,,Vercelli,Vercelli,Milan,Italy,D058,,,45.316667,8.416667,,Diocesan,Aimone di Challant,,,,,,Latin,,,,,,,"Gabotto-Fisso, Carte dell'Archivio Capitolare...Casale Monferrato, II [=BSSS, vol. 41, 1908], pp189-91, n366",,https://books.google.com/books?vid=HARVARD:32044105196653,Reviewed ,GoogleBooksWebDownload,,,,
1826,1288,1288,11,10,,,Vercelli,Vercelli,Milan,Italy,D058,,,45.316667,8.416667,,Diocesan,Aimone di Challant,,,,,,Latin,,,,,,,"Olivieri, Inedito statuto sinodale, 506-14",,,Reviewed ,Library ScanWebDownload,,,,
1827,1328,1328,4,19,,,Ivrea,Ivrea,Milan,Italy,D116,,,45.466667,7.883333,,Diocesan,Palaino Avogadro di Casanova,,1326,1346,,,Latin,,,,,"ASDI, x/6, HM. 3240302",,"Alfonsi, RIcerche sulle costituzioni sinodali del vescovado di Ivrea (secoli XI-XV), tesi di laurea, Universita' di Torino, Facolta' di Giurisprudenza, 1982. (Item 3, pp. 144-151)","Vignono, Visite pastorali, xxix-xxx (partial)",parchment badly damaged and eaten by mice; copied by notary Guale da Flore sometime before 1337,Reviewed ,Library ScanOther,Yes,,,
1828,1325,1325,6,15,,,Alba,Alba,Milan,Italy,D006,,,44.7,8.033333,,Diocesan,Guglielmo Isnardi,,,,,,,,Yes,,,"Alba, Archivio storico dei vescovi, cart. 2600, raccoglitore 69 [photocopy]",,,,"As of 1979, MS was housed in Archivio dei Conti Provana di Guarene",,,,,"Marengo, Sinodo inedito della diocesi di Alba dell'anno 1325, tesi di laurea, Pontificio Istituto Utriusque Iuris, Rome 1949 [discussion but not edition]; see Conterno, Pievi e chiese",
1829,1320,1320,4,5,,,Ivrea,Ivrea,Milan,Italy,D116,,,45.466667,7.883333,,Compilation (Diocesan),Alberto Gonzaga,,1288,1321,,,Latin,,,,,"ASDI, x/6, HM. 3140000",,"Alfonsi, Ricerche sulle costituzioni sinodali, pp. 120-23","Vignono, Visite pastorali, xxix (partial)","Previously Arch. Capit. mazzo V, n. 287;  otarized act dated 14 October 1325",Reviewed ,Library ScanOther,Yes,,,
1830,1368,1368,4,17,,"dated incorrectly as 1358 in Andenna, Episcopato, 394",Ivrea,Ivrea,Milan,Italy,D116,,,45.466667,7.883333,,Compilation (Diocesan),Pietro de la Chambre,,1361,1373,,,Latin,,,,,"ASDI, x/6, HM. 368/479, CC. 1r-18r",,"Alfonsi, RIcerche sulle costituzioni sinodali del vescovado di Ivrea (secoli XI-XV), tesi di laurea, Universita' di Torino, Facolta' di Giurisprudenza, 1982. (Doc. 4, pp. 152-187)",,,Reviewed ,Library ScanOther,,,,
1831,1431,1431,4,17,,16-17 April,Turin,Turin,Milan,Italy,D236,,,45.066667,7.7,,Diocesan,Aimone di Romagnano,,1411,1438,,,,,Yes,,,"Fossano, Archivio capitolare, III, fasc. 1, ff. 23rv & 26r",,,,,,,,,,
1832,1427,1427,,,,,Turin,Turin,Milan,Italy,D236,,,45.066667,7.7,,Diocesan,Aimone di Romagnano,,1411,1438,,,,,Yes,,,"Moncalieri, Archivio della chiesa di S. Maria della Scala, ms 4","Turin, Archivio di Stato, Corte, Biblioteca Antica, segn. H.VI.39; Fossano, Archivio capitolare, III, fasc. 1",,,,,,,,,
1833,1425,1411x1438,,,Yes,"likely before 1431 (see Olivieri, Sinodale del vescovo Ludovico, 220)",Turin,Turin,Milan,Italy,D236,,,45.066667,7.7,,Diocesan,Aimone di Romagnano,,1411,1438,,,,,Yes,,,"Fossano, Archivio capitolare, III, fasc. 1, ff. 21v-22v",,"(partial) Briacca, Decreti sinodali torinesi, 123-24, 128, 160-61 [prologue and first three constitutions]",,,,,,,,
1834,1426,1426,,,,,Alba,Alba,Milan,Italy,D006,,,44.7,8.033333,,Diocesan,Guglielmo Isnardi,,,,,,,,Yes,,,,,,,,,,,,,
1835,1434,1434,,,,,Alba,Alba,Milan,Italy,D006,,,44.7,8.033333,,Diocesan,Guglielmo Isnardi,,,,,,,,Yes,,,,,,,,,,,,,
1836,1438,1438,,,,,Alba,Alba,Milan,Italy,D006,,,44.7,8.033333,,Diocesan,Guglielmo Isnardi,,,,,,,,Yes,,,,,,,,,,,,,
1838,1189,1189,3,3,,,Verona,Verona,Aquileia,Italy,D260,,,45.433333,10.983333,,Diocesan,Adelardo II,,1188,1214,,,Latin,,,,,,,"Bellotti, RIcerche intorno alle costituzioni, 51",,,Reviewed ,Library ScanHard Copy Scan,,,,
1839,1192,1192,9,1,,,Verona,Verona,Aquileia,Italy,D260,,,45.433333,10.983333,,Other,Adelardo II,,1188,1214,,"Acta giving summary of diocesan statutes issued at synod, rather than statutes proper",Latin,,,,,,,"Bellotti, RIcerche intorno alle costituzioni, 51-52",,,Reviewed ,Library ScanHard Copy Scan,,,,
1840,1206,1206,,,,,Verona,Verona,Aquileia,Italy,D260,,,45.433333,10.983333,,Diocesan,Adelardo II,,1188,1214,,,Latin,,,,,,,"Bellotti, RIcerche intorno alle costituzioni, 52-53",,first lines illegible in MS,Reviewed ,Library ScanHard Copy Scan,,,,
1841,1219,1219,3,1,,,Verona,Verona,Aquileia,Italy,D260,,,45.433333,10.983333,,Diocesan,Norandino,,1214,1224,,,Latin,,,,,,,"Bellotti, RIcerche intorno alle costituzioni, 53-56",,,Reviewed ,Library ScanHard Copy Scan,,,,
1842,1290,1290,,,,"between August and October (year not certain, but likely)",Padua,Padua,Aquileia,Italy,D175,,,45.416667,11.866667,,Diocesan,Bernardo di Agde,,1287,1295,,,Latin,,,,,,,"Ceccon, SInodi diocesane, 181-186","Gaffuri, Tentativo di riforma, 467-72",,Reviewed ,GoogleBooksWebDownload,Yes,,,
1843,1420,1420,,,,,Venice,Venice (Castello),Grado,Italy,D255,,,45.4375,12.335833,,Compilation (Diocesan),Marco Lando,,1418,1426,,,,,,,,,,"Cappelletti, Storia della Chiesa di Venezia, VI, pp183-84",,https://books.google.com/books?id=9SVLAAAAcAAJVuillemin is working on a new edition,Not Started,GoogleBooksWebDownload,,,,
1844,1497,1497,,,,,Venice,Venice (Castello),Grado,Italy,D255,,,45.4375,12.335833,,Compilation (Diocesan),Tommaso Dona',,,,,,,,,,,,,"Cappelletti, Storia della Chiesa di Venezia, VI, pp385-386",,https://books.google.com/books?id=9SVLAAAAcAAJVuillemin is working on a new edition,Not Started,GoogleBooksWebDownload,,,,
1845,1447,1447,,,,,Padua,Padua,Aquileia,Italy,D175,,,45.416667,11.866667,,Diocesan,Pietro Dona',,1428,1447,,,Latin,,,,,,,"Ceccon, Sinodi diocesane, pp239-241",,,Reviewed ,GoogleBooksWebDownload,Yes,,,
1846,1418,1418,,,,"mistakenly dated 1422 by Chimenton and others; correct dating from Pesce, Chiesa di Treviso",Treviso,Treviso,Grado,Italy,D242,,,45.666667,12.25,,Diocesan,Giovanni Benedetti,,1418,1436,,,,,,,,"Treviso, Archivio capitolare, busta n. 694: Constitutiones synodales editae per r.mum Joannem Benedicto",,"Chimenton, Formazione dei chierici, pp24-36",,survive through 1786 copy by Luigi Farlanetti,Not Started,,,,,
1847,1433,1433,6,3,,,Padua,Padua,Aquileia,Italy,D175,,,45.416667,11.866667,,Liber Synodalis,Pietro Donato,,1428,1447,,,Latin,,,,,,,"Ceccon, Sinodi diocesane, 225-35","Dondi dall'Orologio, Dissertazione nona sopra l'istoria ecclesiastica padovana, doc. XIII, pp32-43",,Reviewed ,GoogleBooksWebDownload,Yes,,,
1848,1446,1446,6,8,,,Padua,Padua,Aquileia,Italy,D175,,,45.416667,11.866667,,Diocesan,Pietro Donato,,1428,1447,,,Latin,,,,,,,"Ceccon, Sinodi diocesane, pp236-239","Dondi dall'Orologio, Dissertazione nona sopra l'istoria ecclesiastica padovana, doc. XXIII, pp60-66",,Reviewed ,GoogleBooksWebDownload,Yes,,,
1849,1457,1457,7,30,,,Padua,Padua,Aquileia,Italy,D175,,,45.416667,11.866667,,Diocesan,Fantino Dandolo,,1447,1459,,,Latin,,,,,,,"Ceccon, Sinodi diocesane, pp248-250","Mansi 24, cols 254-58",,Not Started,GoogleBooksWebDownload,Yes,,,
1850,1471,1471,8,18,,17-18 August,Padua,Padua,Aquileia,Italy,D175,,,45.416667,11.866667,,Diocesan,Iacopo Zeno,,1460,1481,,,Latin,,,,,,,"Ceccon, Sinodi diocesane, pp256-259","Dondi dall'Orologio, Dissertazione nona sopra l'istoria ecclesiastica padovana, doc. XLV, pp100-103",,Not Started,GoogleBooksWebDownload,Yes,,,
